id_img,label
1575,sad
15771,fear
1582,sad
15820,neutral
15821,sad
15835,sad
1584,sad
15848,sad
15897,sad
15919,fear
15941,fear
15954,sad
15979,sad
16033,sad
16102,sad
16169,fear
16222,sad
16233,sad
16287,fear
16292,angry
16380,angry
16406,angry
16410,angry
16413,sad
16428,sad
16506,sad
16510,fear
16557,sad
16565,sad
16643,sad
16659,sad
16681,sad
16711,happy
1672,sad
16764,sad
16768,sad
16783,neutral
16792,angry
16875,fear
16999,fear
17024,happy
17053,neutral
17085,sad
17099,sad
17167,disgust
1717,angry
17170,neutral
17186,angry
17209,happy
17211,fear
17228,sad
17259,neutral
17316,sad
17344,sad
1736,sad
17371,sad
17413,disgust
17428,sad
17445,sad
17452,sad
17502,fear
17536,fear
17647,fear
17700,sad
17705,angry
17731,angry
17735,disgust
17736,sad
17752,sad
17787,sad
17910,angry
17939,sad
18001,sad
18050,sad
18140,sad
18142,sad
18161,fear
18166,sad
18183,sad
18200,sad
18247,sad
1825,sad
18254,sad
18284,sad
18376,angry
18380,sad
1841,sad
18415,sad
18445,sad
18459,sad
18466,angry
18492,sad
18534,sad
18565,sad
18566,sad
18588,angry
18593,sad
18602,happy
18617,sad
18633,sad
18695,fear
18715,angry
18779,angry
1880,happy
18810,fear
18837,sad
18882,sad
18903,sad
18949,sad
18983,sad
1899,sad
18994,angry
19014,happy
19060,sad
19067,sad
1908,fear
19093,angry
19108,fear
19114,neutral
19115,fear
19140,angry
19152,angry
19268,sad
19292,sad
19309,sad
19392,sad
19476,disgust
19477,fear
19485,sad
1966,angry
19664,happy
19732,fear
19811,sad
1983,fear
19832,sad
19877,sad
19906,sad
19923,happy
1994,sad
19950,neutral
19961,fear
2006,sad
20222,angry
20227,sad
20287,surprise
20290,angry
20298,fear
20303,sad
20312,fear
20328,sad
20353,angry
20374,sad
20451,sad
2050,sad
20505,sad
20532,fear
2055,sad
20629,sad
20630,neutral
20635,fear
20640,sad
20653,fear
20673,sad
20686,angry
20736,angry
20739,sad
20796,sad
20817,happy
20849,sad
21068,sad
21099,sad
21111,sad
21131,sad
21135,sad
21161,sad
2117,surprise
21173,angry
21284,sad
21371,sad
21374,sad
2142,sad
21447,sad
21472,fear
21511,angry
21512,happy
21520,fear
21541,sad
21573,sad
21670,sad
21703,sad
21723,sad
21782,angry
21836,angry
21865,sad
21916,sad
21921,sad
21922,sad
2194,sad
22089,angry
22183,sad
22184,sad
22198,sad
2225,sad
22309,sad
22334,sad
22375,sad
22516,angry
22695,sad
22733,fear
22739,fear
22789,sad
22807,sad
22810,sad
22832,sad
2290,fear
22990,sad
23,sad
23008,sad
23041,sad
23059,sad
23085,sad
23164,sad
23194,angry
23215,neutral
23230,happy
23246,angry
23327,fear
23404,sad
23468,fear
23473,angry
23488,happy
23521,sad
23532,angry
23749,neutral
23780,sad
23783,fear
23814,fear
23847,sad
23886,sad
24067,sad
2407,sad
24071,sad
24176,fear
24184,sad
24252,sad
24378,fear
24412,sad
24428,sad
24435,happy
24437,fear
24441,sad
24466,angry
24490,happy
245,fear
24501,sad
24542,fear
24660,sad
24678,fear
24711,sad
24789,sad
24797,sad
24819,sad
24821,happy
2484,sad
2486,happy
2487,angry
24886,sad
249,sad
24959,surprise
24967,fear
2498,sad
24992,disgust
25082,sad
25088,angry
251,neutral
25101,fear
2511,sad
25131,sad
25144,angry
25209,happy
25255,sad
25343,sad
25360,sad
25435,angry
25528,angry
25542,sad
2557,angry
2558,sad
25612,angry
25681,neutral
25688,sad
25778,angry
25795,neutral
2581,neutral
25811,angry
25813,happy
25844,sad
25874,fear
25876,angry
25886,angry
25891,sad
259,sad
25944,sad
25973,sad
26025,angry
26038,fear
26059,sad
26121,neutral
26124,sad
26137,fear
26163,happy
26175,sad
26177,sad
26181,angry
26185,fear
26248,fear
26264,sad
26267,sad
26337,happy
26344,angry
26437,sad
26446,sad
26462,neutral
26572,angry
26597,sad
26618,fear
26620,sad
2668,fear
26725,sad
26789,sad
26845,sad
26860,neutral
26886,sad
26899,angry
26900,sad
26919,angry
26928,disgust
26956,fear
27016,angry
27022,angry
27054,sad
2709,sad
2712,sad
27284,sad
27296,angry
27385,angry
27413,sad
27464,angry
27483,sad
27544,sad
2762,sad
27652,angry
2770,angry
27704,sad
27715,fear
27726,sad
27744,sad
27770,angry
27777,sad
27798,sad
27828,sad
2791,angry
27967,sad
27982,sad
28015,neutral
28058,angry
28062,sad
28120,sad
28144,surprise
28148,sad
28149,neutral
28207,sad
28248,sad
28288,angry
28300,happy
28401,angry
28438,fear
28498,sad
28509,sad
28543,sad
28547,sad
28560,disgust
28585,angry
28614,angry
28618,sad
28620,sad
28660,angry
28707,sad
28720,fear
28731,sad
28737,fear
28743,sad
28749,angry
28800,fear
28840,fear
28867,angry
28884,neutral
2890,sad
28932,sad
28952,angry
29085,sad
29119,fear
29132,sad
29202,sad
29266,fear
29319,sad
2933,angry
29414,sad
29471,neutral
29477,neutral
29493,angry
29523,angry
29527,sad
29554,sad
29571,angry
29581,angry
29588,fear
29614,sad
29669,happy
29685,sad
29730,sad
298,sad
29818,angry
29866,happy
29929,sad
29931,sad
29947,happy
29977,sad
29980,angry
30002,sad
30004,sad
30015,neutral
30024,angry
30058,sad
30059,sad
30082,neutral
30085,sad
30171,fear
3021,angry
30260,sad
30273,sad
30290,neutral
30305,sad
30320,neutral
30325,sad
30394,sad
30415,sad
30420,fear
30456,sad
30458,sad
30460,sad
30490,neutral
30509,happy
30535,sad
30563,sad
30584,sad
30619,happy
30901,sad
30933,sad
30944,happy
3099,fear
31033,neutral
31042,sad
31081,sad
31083,neutral
31138,fear
31142,sad
31203,sad
3121,sad
3137,angry
31491,angry
31529,sad
31544,sad
31609,happy
31635,neutral
31693,sad
31703,sad
3176,sad
31849,neutral
3186,angry
31873,angry
3188,sad
31928,angry
32023,sad
32024,sad
32153,fear
32161,neutral
32223,fear
32231,sad
3226,angry
32278,sad
32281,sad
32298,angry
32336,fear
32352,sad
32367,sad
32454,sad
32464,sad
32473,angry
3248,sad
32481,sad
32506,sad
32512,sad
32575,sad
32584,neutral
32617,sad
32662,happy
32755,sad
32777,disgust
33015,sad
3303,sad
33105,angry
33131,angry
33221,sad
3327,sad
33301,happy
33308,fear
3334,sad
33352,angry
33444,fear
33450,sad
33459,sad
33494,sad
33560,sad
33573,sad
33633,sad
33666,sad
3370,sad
33729,sad
3377,sad
338,sad
33809,sad
33829,sad
33890,sad
33924,happy
33926,sad
3393,sad
33935,sad
33977,happy
33987,sad
33998,angry
34036,happy
34040,sad
3412,fear
34138,sad
34151,fear
34175,happy
34178,fear
34184,sad
34238,disgust
34259,fear
34352,sad
34359,fear
34363,sad
34448,sad
34474,neutral
3449,sad
34507,fear
34581,sad
34592,fear
34596,sad
34620,angry
3467,fear
34714,sad
34778,sad
34879,surprise
35009,sad
35010,sad
35028,sad
35041,sad
35059,sad
35145,sad
35149,sad
35162,sad
35210,sad
3522,sad
35261,sad
35298,sad
35407,sad
35425,sad
35439,sad
35447,sad
35514,angry
3558,sad
3564,sad
35669,sad
35681,fear
35682,fear
35731,sad
35753,sad
35805,sad
35809,sad
35820,neutral
35828,fear
35881,sad
35884,neutral
3599,sad
3632,angry
377,sad
38,fear
3802,angry
3819,sad
3839,sad
3862,sad
3870,neutral
3913,sad
4015,happy
404,sad
4060,sad
4077,sad
4100,sad
4196,sad
4229,happy
4306,angry
4317,sad
4324,happy
4349,sad
4384,sad
4396,sad
4397,sad
4459,sad
4468,angry
4502,sad
4579,sad
4616,sad
4637,neutral
4660,sad
4665,sad
4670,sad
4700,sad
4751,fear
4807,fear
4878,sad
4937,sad
5010,sad
5060,sad
5064,neutral
521,happy
5220,angry
5233,angry
5244,sad
5259,fear
5312,sad
5317,fear
5400,sad
5422,fear
5432,happy
5434,fear
5459,fear
5519,sad
5564,angry
5570,angry
5582,sad
5607,sad
5610,sad
5637,angry
5732,angry
5739,sad
5780,angry
5810,fear
5822,sad
5859,sad
5883,sad
5888,sad
589,fear
5902,angry
5962,fear
6009,sad
6017,sad
6075,angry
608,sad
6088,sad
6119,sad
6129,sad
6155,sad
6225,fear
6232,sad
624,angry
6274,angry
6278,sad
6283,disgust
6321,sad
633,sad
6347,angry
6364,sad
6365,sad
6375,angry
6390,fear
6420,angry
6426,sad
6471,angry
6484,neutral
65,sad
654,sad
6547,sad
6555,sad
6561,angry
6566,sad
6580,sad
6581,angry
6584,fear
6618,neutral
6621,sad
665,sad
6652,fear
6726,sad
6739,sad
6745,sad
676,sad
6766,angry
6809,angry
6890,sad
6923,sad
6955,angry
6965,sad
7015,fear
7056,angry
7103,sad
7136,fear
7174,sad
7219,sad
7257,fear
7261,sad
727,sad
7284,sad
7291,sad
7409,sad
7492,sad
7550,happy
7559,sad
7589,happy
764,neutral
7655,disgust
7668,sad
7729,sad
7777,angry
7793,sad
7811,sad
7886,neutral
7919,sad
7937,sad
7979,angry
8000,angry
8001,angry
8052,angry
8096,sad
8103,neutral
8130,angry
8151,fear
816,sad
8267,neutral
8275,sad
8299,sad
8402,sad
842,sad
854,sad
8555,neutral
8581,sad
8593,sad
861,fear
8661,sad
8685,angry
8719,sad
8734,happy
8902,sad
8916,angry
8969,neutral
9012,neutral
9059,sad
9100,angry
9156,sad
9266,fear
9293,fear
9331,angry
9400,fear
9567,sad
9615,angry
966,sad
9691,sad
9698,sad
9715,sad
9748,sad
9785,angry
9802,neutral
9811,sad
9862,sad
9884,sad
9931,sad
10053,disgust
10435,sad
10532,sad
1115,disgust
11222,disgust
11529,disgust
11639,disgust
12417,disgust
12753,disgust
13372,sad
13597,sad
13652,sad
13847,fear
14041,sad
14869,sad
14954,sad
14958,disgust
15110,sad
16021,disgust
16054,disgust
16121,sad
16264,disgust
16718,disgust
17260,sad
18077,sad
1843,sad
18464,disgust
18716,sad
19649,fear
19734,disgust
19770,disgust
19801,happy
19831,disgust
20761,disgust
21744,sad
21765,disgust
21851,sad
22320,disgust
2275,fear
23141,disgust
23153,sad
23665,disgust
23876,sad
24578,sad
25267,angry
25538,disgust
25541,happy
26859,happy
2732,disgust
2742,disgust
28332,sad
28390,angry
28710,sad
28987,angry
29158,disgust
29269,disgust
30347,sad
30428,disgust
30499,angry
30601,angry
30719,disgust
30761,disgust
30907,neutral
3101,disgust
31232,happy
31323,sad
31796,sad
31828,disgust
32487,surprise
32681,disgust
33209,angry
33284,disgust
33561,sad
33670,disgust
33995,disgust
34022,angry
34432,disgust
34505,sad
34519,disgust
3521,fear
35376,disgust
35580,disgust
3690,disgust
3778,disgust
4002,sad
4004,disgust
4265,fear
4312,angry
4481,disgust
4737,sad
5085,angry
533,disgust
573,disgust
6231,disgust
6926,sad
7068,angry
7192,angry
7405,fear
7455,disgust
7592,disgust
7835,disgust
807,sad
8415,angry
8585,disgust
8726,fear
8893,disgust
8948,sad
9043,sad
9297,disgust
9460,disgust
9504,sad
10029,surprise
10043,sad
10044,sad
1008,fear
10099,neutral
101,sad
10189,sad
10263,neutral
10267,fear
10278,angry
10292,sad
10355,sad
10409,happy
10437,sad
10443,sad
10445,sad
10458,fear
10489,neutral
10493,neutral
10534,fear
1075,sad
10758,sad
1079,sad
10797,fear
10832,sad
10933,fear
10944,sad
10968,neutral
10979,fear
11030,fear
11036,fear
11039,neutral
11054,fear
11057,sad
11104,sad
11112,sad
11137,surprise
11143,sad
11146,sad
1116,sad
1128,fear
1133,sad
11353,fear
11360,happy
1137,neutral
11381,happy
11412,angry
11416,fear
11471,sad
11536,neutral
1154,sad
11559,surprise
11587,sad
11653,fear
11682,fear
11687,sad
1169,neutral
11704,surprise
11706,sad
11727,sad
11729,sad
11747,sad
11754,sad
11774,neutral
11816,fear
11855,happy
11904,fear
1193,surprise
11944,neutral
11968,sad
11999,sad
12063,sad
12125,sad
12255,sad
12259,happy
12313,surprise
12334,sad
12350,surprise
12383,happy
12431,sad
12440,sad
12472,neutral
12496,sad
12527,fear
12578,happy
12592,fear
12634,angry
12674,sad
12676,angry
12698,surprise
12712,sad
12737,surprise
12809,fear
12891,sad
12948,sad
12986,sad
12988,sad
13067,sad
13071,neutral
131,neutral
13114,sad
13121,happy
13152,fear
13179,sad
13233,sad
1325,neutral
13250,fear
13252,sad
13301,sad
13306,angry
13308,sad
13310,angry
13362,sad
13394,sad
13405,sad
1343,angry
13482,fear
13486,sad
13518,fear
13549,surprise
13561,fear
13585,angry
13587,fear
13593,sad
13596,fear
13638,sad
13664,surprise
1367,sad
13683,sad
13694,fear
13798,surprise
13855,fear
1389,sad
13899,sad
13913,sad
13921,sad
13928,sad
13933,neutral
13939,fear
13965,sad
13971,fear
1401,sad
14011,fear
14033,sad
14037,neutral
14044,sad
14057,sad
14082,sad
1410,sad
14114,sad
14117,sad
14268,fear
1429,sad
14306,sad
1441,sad
14444,happy
14452,fear
14509,sad
14529,fear
14551,neutral
14605,sad
14620,fear
14637,fear
1465,sad
14722,fear
1474,sad
14744,happy
14747,neutral
14786,sad
14789,fear
148,sad
1485,sad
14891,fear
14987,fear
15001,fear
15012,sad
15040,sad
1506,sad
15088,sad
15134,sad
15191,sad
15198,fear
15260,fear
15268,sad
15279,sad
15280,sad
1534,angry
15503,fear
15539,sad
15544,surprise
15578,sad
15615,sad
15622,angry
15663,sad
15668,fear
15678,fear
1576,sad
15778,sad
15859,sad
15870,sad
15881,fear
15921,fear
15950,sad
15984,fear
1599,neutral
15999,sad
16039,fear
1606,sad
16071,sad
16113,sad
16134,fear
16226,sad
16277,sad
16318,fear
16330,fear
16346,fear
16374,surprise
16395,sad
16429,sad
16440,surprise
16450,fear
16486,fear
16489,sad
16501,neutral
16503,sad
16523,sad
16539,sad
1654,sad
16559,sad
1657,sad
1660,angry
16609,sad
16632,fear
16674,sad
16775,fear
16788,sad
16802,sad
16811,neutral
16830,sad
16915,sad
16930,fear
16954,sad
16977,sad
16990,fear
17105,sad
17107,fear
17114,fear
17180,fear
17191,fear
17213,sad
17217,sad
1722,fear
17236,neutral
1727,sad
17314,sad
17334,sad
17369,sad
17449,sad
17479,fear
17503,fear
17550,sad
17558,sad
1756,sad
17587,sad
17631,sad
17668,fear
17685,sad
17707,sad
17710,fear
17762,sad
17816,sad
17831,fear
17834,sad
17901,sad
17930,fear
17932,sad
17934,happy
1796,sad
1799,sad
18006,sad
18010,sad
18068,neutral
18073,sad
18104,sad
18106,sad
18108,sad
18117,sad
18148,neutral
18203,angry
18291,happy
18299,fear
18309,fear
18317,sad
18325,sad
18336,sad
18364,neutral
1838,fear
18404,fear
18513,sad
18517,happy
18523,sad
18527,fear
18542,fear
18569,fear
1857,sad
18574,angry
18641,fear
18713,sad
1873,surprise
18753,sad
18757,sad
18763,fear
18905,surprise
18908,sad
18911,surprise
18960,sad
18974,fear
18976,sad
18984,sad
19000,sad
19020,angry
19064,sad
19089,fear
19119,sad
19188,sad
19216,fear
19226,neutral
19235,surprise
19252,sad
1929,fear
19349,happy
1939,neutral
19454,sad
19473,sad
19497,sad
19559,angry
19599,fear
19612,neutral
19644,sad
19682,sad
19740,sad
19754,sad
19810,sad
19841,fear
1986,sad
19888,sad
19896,angry
19897,sad
19995,sad
200,sad
20037,surprise
20058,sad
20062,sad
20083,fear
20135,sad
20194,fear
20214,sad
20265,fear
20337,sad
20411,sad
20424,fear
20450,fear
20461,fear
2047,sad
20476,fear
20495,sad
20508,sad
20526,happy
20579,sad
20598,sad
20617,neutral
20715,sad
20831,neutral
20843,fear
20851,sad
20897,sad
20970,sad
2098,sad
21,fear
21070,fear
21101,sad
21102,fear
21227,fear
21230,sad
21250,happy
21269,fear
21280,surprise
21352,sad
21360,sad
21387,sad
21420,sad
21464,sad
21499,fear
21500,sad
21556,surprise
21559,fear
21598,fear
21615,sad
21654,sad
21686,surprise
21697,happy
2178,surprise
21833,fear
21858,neutral
21877,sad
21946,sad
21967,fear
22050,surprise
22074,fear
22102,sad
22130,fear
22166,fear
2226,fear
22326,surprise
22349,neutral
224,fear
22458,happy
22485,sad
22520,surprise
22607,neutral
22640,sad
22662,sad
22756,sad
22791,fear
22827,fear
22839,fear
22840,sad
22917,neutral
22944,happy
22988,sad
22997,happy
23038,sad
23083,sad
23100,sad
23126,fear
23142,neutral
23184,fear
23192,sad
23209,fear
23260,fear
23305,surprise
23332,sad
23362,neutral
23368,fear
23389,sad
23403,sad
23427,sad
23447,sad
23463,fear
23477,sad
23517,sad
23540,surprise
23561,sad
23566,fear
2357,sad
23718,fear
23731,sad
23767,sad
23778,sad
2378,fear
23791,fear
2391,sad
24016,sad
24035,neutral
24088,fear
24089,sad
24131,neutral
2416,sad
24165,sad
24185,fear
24213,fear
24220,sad
2426,neutral
24452,sad
24479,sad
24482,surprise
24539,sad
24554,happy
24562,neutral
24579,sad
24621,sad
24625,happy
24694,fear
24721,sad
24753,sad
24763,fear
24778,angry
24822,sad
24880,sad
24948,fear
24963,sad
24978,sad
24991,sad
25045,fear
25046,sad
25061,angry
25074,fear
25108,sad
25109,sad
25133,sad
25162,fear
25191,sad
25202,sad
25220,fear
25242,sad
25247,sad
25298,happy
25306,sad
25327,sad
25359,neutral
25439,sad
25481,neutral
25496,sad
25555,sad
25570,surprise
25577,sad
25590,sad
25605,sad
25621,sad
25638,sad
25647,sad
25710,fear
258,sad
25820,fear
25914,sad
2592,sad
2593,sad
26082,neutral
26091,neutral
26097,sad
26131,sad
26210,sad
26250,surprise
26275,happy
26283,sad
26363,sad
26377,fear
26385,fear
26394,sad
264,sad
26402,sad
26409,surprise
2641,sad
26454,sad
26469,surprise
2651,sad
2657,sad
26582,sad
26726,sad
2681,fear
26842,fear
26895,neutral
26916,sad
26927,sad
26973,fear
26980,sad
270,fear
27006,fear
27077,sad
27094,sad
27098,sad
27103,angry
27145,angry
27300,fear
27308,sad
27359,fear
27363,fear
27369,sad
27488,sad
27503,angry
27509,fear
27591,sad
27635,sad
27709,sad
27764,sad
27772,sad
27806,sad
27846,fear
27868,fear
27889,surprise
2789,sad
27899,sad
27910,sad
27937,sad
28050,angry
28101,sad
28189,sad
28210,sad
28243,sad
28267,sad
28308,fear
28331,angry
28417,fear
28453,neutral
28503,fear
28515,fear
28548,fear
2858,sad
2860,sad
28627,fear
28701,sad
28704,fear
28724,surprise
28729,sad
28734,sad
28859,neutral
29005,sad
29026,happy
29027,fear
29043,fear
2906,sad
29068,fear
29126,neutral
29152,sad
29219,sad
2927,neutral
29284,fear
29285,sad
29291,happy
29315,sad
29327,sad
29349,surprise
29389,angry
29478,sad
29528,sad
29536,sad
29603,fear
29629,neutral
29674,sad
297,happy
29701,sad
29709,sad
29713,fear
29720,neutral
29731,sad
29733,sad
29735,sad
29738,neutral
29795,sad
29869,fear
2987,sad
29871,sad
2988,fear
29892,sad
29912,sad
29924,angry
29990,sad
3000,neutral
30062,neutral
30074,sad
30196,happy
30206,sad
30237,happy
30253,sad
30316,sad
30333,fear
3036,sad
30482,sad
30564,sad
3057,sad
30594,surprise
30638,sad
30735,angry
30774,fear
30798,sad
3087,sad
30936,sad
31007,neutral
31105,sad
31107,happy
31116,fear
3112,sad
31130,sad
31157,sad
31159,surprise
31188,fear
3124,sad
31286,sad
31330,sad
31341,sad
31357,fear
31375,sad
31395,sad
31398,angry
314,fear
31421,sad
31461,sad
31526,sad
31535,happy
31569,fear
31625,sad
31638,sad
31655,sad
3170,surprise
31738,sad
31782,surprise
31821,fear
31855,fear
31860,sad
31866,happy
31903,fear
31916,fear
31940,happy
31954,neutral
31973,sad
31979,sad
32076,neutral
32097,sad
32103,sad
32180,neutral
32279,sad
32323,sad
32349,surprise
32351,angry
32438,sad
32461,sad
32463,sad
32485,fear
32507,sad
32551,sad
32569,fear
32619,neutral
32623,sad
32642,sad
32682,neutral
32688,sad
3269,sad
32692,sad
32696,surprise
32758,sad
32766,sad
32799,sad
32829,fear
32876,sad
32879,sad
32889,sad
32931,angry
32940,surprise
32941,sad
32946,fear
3296,sad
3297,sad
32996,neutral
33007,happy
33051,sad
33097,fear
3314,fear
33215,fear
33258,sad
33299,fear
33358,angry
33390,sad
33410,fear
33419,fear
33440,surprise
33490,sad
33519,sad
33535,sad
33548,sad
33559,sad
33587,sad
33608,fear
33617,fear
33644,fear
33673,sad
33674,neutral
33701,sad
33718,sad
33806,sad
33855,sad
3391,fear
33919,sad
33940,sad
340,sad
3402,sad
34024,fear
34063,sad
3409,fear
34097,sad
341,sad
34100,neutral
34117,fear
34120,sad
34143,fear
34201,fear
34277,sad
34325,fear
34356,fear
34382,sad
34396,fear
34415,sad
34462,fear
34465,fear
34522,sad
34545,sad
34613,sad
34656,fear
34659,sad
34675,fear
3472,neutral
34730,sad
34755,surprise
34878,sad
34897,fear
34968,happy
34972,happy
35022,surprise
35120,sad
35151,angry
35202,fear
35207,fear
35230,fear
35238,surprise
35250,sad
35257,sad
35279,sad
35322,sad
35334,sad
35362,sad
35363,sad
35394,sad
35410,sad
35427,sad
35453,fear
35541,surprise
35592,fear
35629,fear
3565,surprise
35697,surprise
35709,fear
3584,sad
35851,sad
3601,neutral
3645,sad
365,sad
3709,surprise
3714,sad
3719,sad
3722,fear
3736,fear
3739,sad
3742,sad
3783,neutral
3785,neutral
3836,sad
3837,sad
3985,sad
4033,neutral
4040,fear
4064,sad
4098,neutral
414,sad
418,fear
4200,sad
4217,sad
4234,neutral
4296,sad
4308,fear
4316,fear
4340,sad
4411,sad
4453,fear
4516,angry
452,happy
4523,fear
454,sad
4540,sad
4547,angry
460,fear
4650,sad
4821,fear
483,sad
4858,surprise
4901,happy
4917,neutral
4975,surprise
4979,sad
4986,sad
500,sad
5023,neutral
504,sad
507,surprise
5074,neutral
5097,sad
5117,fear
5184,sad
5222,sad
5253,fear
5263,fear
5283,fear
5360,sad
538,sad
546,sad
5472,sad
5514,sad
5567,sad
5622,sad
5638,sad
5654,sad
5717,sad
5736,surprise
5809,fear
5858,sad
5957,angry
5961,sad
5989,happy
5992,neutral
6035,sad
6037,fear
6054,sad
6059,fear
6062,sad
6064,sad
6091,sad
6106,neutral
6152,neutral
6153,sad
6176,angry
6179,fear
6214,fear
6311,fear
6345,neutral
6346,sad
6366,surprise
6469,happy
6495,sad
6515,sad
6608,sad
6732,fear
6747,sad
6808,fear
6814,sad
6876,sad
689,fear
6902,sad
6909,fear
6973,fear
6988,happy
7027,sad
7038,sad
7102,sad
712,sad
7129,fear
7146,sad
7150,fear
7158,sad
7182,fear
7270,sad
7271,sad
729,sad
73,fear
7302,fear
7305,sad
7350,sad
7394,neutral
741,sad
7517,angry
7542,fear
7580,neutral
7681,fear
7684,sad
7748,fear
7749,sad
7756,sad
7786,fear
7819,sad
7846,sad
7875,sad
7894,sad
794,neutral
7980,sad
8035,sad
8040,fear
8043,sad
8067,sad
8119,sad
8163,sad
8177,happy
8178,sad
8239,happy
8350,fear
8433,fear
8454,sad
8474,fear
8481,sad
85,sad
8556,sad
859,fear
8611,fear
8637,fear
8645,surprise
8672,sad
872,sad
8754,fear
8795,sad
8797,sad
8818,angry
886,sad
9037,surprise
9040,angry
9101,sad
911,sad
9179,sad
9205,sad
9232,fear
9251,fear
9261,neutral
9281,sad
9302,sad
9333,fear
9369,surprise
9370,sad
9474,sad
949,sad
9602,sad
9606,fear
9842,angry
9898,sad
10019,sad
10023,fear
10074,happy
10096,happy
10106,happy
10126,sad
10138,happy
10141,surprise
1020,sad
10218,happy
10237,happy
10248,happy
10257,happy
1027,happy
10273,neutral
10276,happy
10312,neutral
10317,happy
10344,happy
10362,happy
10367,sad
10370,happy
10432,happy
10456,sad
10467,happy
10468,sad
10480,sad
10528,happy
10540,happy
10552,happy
1056,sad
10571,sad
1058,happy
10622,happy
10638,sad
10640,happy
10644,happy
10647,happy
10683,happy
10703,sad
1074,sad
10770,sad
10773,sad
10792,sad
1081,happy
10811,happy
10841,neutral
10879,fear
10903,happy
10935,happy
10956,happy
10992,happy
11019,happy
1111,happy
11150,happy
11208,happy
1121,happy
11236,sad
1130,fear
11345,happy
11349,happy
11392,angry
1141,happy
11500,happy
11508,happy
11516,sad
1152,happy
11530,happy
11549,sad
11552,happy
11558,happy
11573,happy
11575,happy
11588,sad
1159,fear
11594,happy
11604,sad
11614,happy
11637,fear
11646,happy
11658,happy
11717,happy
11733,happy
11763,happy
11766,happy
11772,neutral
11785,happy
11793,happy
11808,happy
11814,happy
11819,angry
11835,fear
11842,happy
11850,happy
11885,happy
11927,happy
12011,happy
1202,happy
12024,angry
12098,sad
12120,happy
12129,neutral
12141,happy
12191,happy
12239,happy
12257,happy
12284,happy
12321,sad
12329,sad
12349,happy
12359,happy
12376,happy
12379,neutral
12381,fear
12410,happy
1246,happy
12487,happy
12492,disgust
12497,fear
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,sad
12725,happy
12729,sad
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,fear
12951,happy
12956,happy
12957,happy
13037,neutral
13073,happy
1309,happy
13105,happy
13108,sad
13127,neutral
13139,happy
13151,sad
1316,happy
13204,happy
13228,happy
13283,happy
13317,sad
13322,happy
1334,happy
13348,sad
13353,sad
13363,happy
13366,sad
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,neutral
13502,happy
13526,fear
13528,neutral
13570,happy
13584,happy
13590,happy
13615,sad
13618,happy
13655,happy
13703,happy
13706,happy
13715,fear
13757,happy
13761,sad
13792,sad
13802,happy
1381,happy
13833,sad
13848,happy
13874,happy
13877,happy
139,sad
13911,sad
13912,surprise
13925,sad
1395,sad
13955,neutral
13968,fear
13969,happy
13991,sad
14063,angry
14092,sad
141,sad
14139,angry
14152,happy
14155,sad
14169,happy
14236,happy
14278,happy
14282,happy
14292,happy
